,Player,* = NCAA Tournament appearance,Conference,Games,Games Started,Minutes Played Per Game,Field Goals Per Game,Field Goal Attempts Per Game,Field Goal Percentage,2-Point Field Goals Per Game,2-Point Field Goal Attempts Per Game,2-Point Field Goal Percentage,3-Point Field Goals Per Game,3-Point Field Goal Attempts Per Game,3-Point Field Goal Percentage,Free Throws Per Game,Free Throw Attempts Per Game,Free Throw Percentage,Offensive Rebounds Per Game,Defensive Rebounds Per Game,Total Rebounds Per Game,Assists Per Game,Steals Per Game,Blocks Per Game,Turnovers Per Game,Personal Fouls Per Game,Points Per Game, ,"Strength of ScheduleA rating of strength of schedule. The rating is denominated in points above/below average, where zero is average. Non-Division I games are excluded from the ratings."
0,Courtney Sims,Michigan,,133,111,23.2,3.8,6.5,.586,3.8,6.4,.592,0.0,0.1,.154,2.3,3.4,.687,1.9,3.6,5.5,0.6,0.4,1.6,2.0,2.4,10.0,,6.78
0,Linton Johnson,Tulane,,107,62,19.4,2.6,5.5,.470,2.2,4.1,.523,0.4,1.4,.315,1.0,1.5,.656,,,4.9,1.1,0.7,0.9,,,6.7,,4.48
0,Tony Smith,Marquette,,114,52,32.4,5.4,10.4,.521,4.9,9.3,.531,0.5,1.1,.430,3.6,4.5,.785,,,4.1,4.1,1.7,0.5,2.9,2.6,14.8,,3.03
0,Luke Kennard,Duke,,73,47,31.2,5.2,11.2,.461,3.2,6.1,.526,2.0,5.1,.383,3.4,3.9,.867,1.1,3.3,4.3,2.0,0.9,0.3,1.2,2.1,15.7,,10.75
0,Derrick Williams,Birmingham-Southern,,27,27,,3.2,7.7,.418,1.3,3.1,.400,2.0,4.6,.431,2.7,3.4,.813,,,3.2,3.2,1.3,0.0,,,11.1,,-9.79
0,Jared Dudley,Boston College,,130,130,36.4,5.3,10.5,.504,4.4,8.0,.548,0.9,2.5,.365,4.4,6.0,.731,2.9,4.3,7.2,3.0,1.4,0.3,2.1,1.9,15.9,,7.22
0,Tobias Harris,Tennessee,,34,33,29.2,5.4,11.8,.460,4.8,9.6,.497,0.7,2.2,.303,3.8,5.0,.753,2.0,5.3,7.3,1.3,0.7,0.9,1.8,2.1,15.3,,8.73
0,Royce White,Iowa State,,34,33,31.5,5.1,9.6,.534,5.0,9.3,.541,0.1,0.4,.333,3.0,6.0,.498,2.5,6.8,9.3,5.0,1.2,0.9,3.8,2.6,13.4,,7.32
0,Keon Clark,UNLV,,39,14,29.2,5.8,10.4,.554,5.5,9.7,.567,0.3,0.7,.370,3.0,4.7,.638,,,8.2,1.3,0.6,3.5,2.6,3.4,14.8,,4.38
0,DeMarco Johnson,Charlotte,,119,90,30.2,6.2,12.6,.492,5.9,11.6,.507,0.3,0.9,.304,4.2,5.6,.748,,,7.8,1.2,1.1,0.5,1.9,2.7,16.8,,5.56
0,Oshae Brissett,Syracuse,,71,71,35.7,4.4,11.7,.371,3.2,7.8,.404,1.2,3.9,.307,3.8,5.2,.736,2.2,6.0,8.2,1.3,1.1,0.8,1.9,2.2,13.7,,10.05
0,Chris Douglas-Roberts,Memphis,,109,100,26.1,5.1,9.4,.540,4.4,7.6,.579,0.7,1.8,.372,3.3,4.6,.725,1.2,2.4,3.7,1.7,1.0,0.4,2.0,1.9,14.2,,4.64
0,Mark Eaton,UCLA,,30,0,6.5,0.7,1.6,.449,,,,,,,0.3,0.7,.409,,,2.4,0.1,0.1,0.9,0.6,1.3,1.8,,5.53
0,Amile Jefferson,Duke,,150,103,22.3,2.8,4.6,.620,2.8,4.6,.620,0.0,0.0,,1.5,2.6,.575,2.4,3.9,6.3,0.9,0.6,0.9,0.9,2.3,7.2,,9.88
0,Sam Bowie,Kentucky,,96,95,28.8,5.0,9.6,.522,,,,,,,3.3,4.5,.735,,,8.8,1.4,0.5,2.3,2.4,2.9,13.4,,8.95
0,Dave Jamerson,Ohio,,115,33,32.4,7.5,15.4,.488,,,.503,,,.419,3.2,3.8,.846,,,4.5,2.4,1.1,0.1,2.1,2.3,20.3,,-0.79
0,Eric Bledsoe,Kentucky,,37,35,30.3,3.9,8.4,.462,2.6,5.0,.516,1.3,3.5,.383,2.2,3.3,.667,0.5,2.6,3.1,2.9,1.4,0.3,3.0,2.2,11.3,,6.82
0,Jordan Poole,Michigan,,75,37,22.7,3.1,7.3,.434,1.6,3.1,.519,1.5,4.1,.370,1.6,1.9,.831,0.1,2.0,2.2,1.4,0.8,0.2,1.1,1.5,9.4,,9.98
0,Antoine Wright,Texas A&M,,87,83,32.1,5.4,13.0,.412,3.3,7.5,.439,2.1,5.5,.376,2.6,4.0,.648,1.4,4.2,5.6,2.1,1.1,0.6,2.3,2.6,15.4,,5.15
0,John Holland,Boston University,,129,108,32.5,5.6,12.9,.434,3.6,7.4,.493,2.0,5.6,.355,4.0,4.9,.807,1.7,3.9,5.6,1.2,1.6,0.3,1.9,2.5,17.1,,-4.23
0,Bob Thornton,UC-Irvine,,85,52,22.4,3.8,6.4,.593,,,,,,,2.0,3.3,.618,,,5.8,1.0,0.5,0.3,1.8,2.6,9.6,,2.37
0,Adam Keefe,Stanford,,125,29,32.0,6.6,11.1,.600,6.6,11.0,.601,0.1,0.1,.467,5.2,7.1,.736,,,9.0,1.7,1.1,0.4,2.5,2.1,18.6,,8.24
0,David West,Xavier,,126,126,33.4,5.8,10.8,.531,5.6,10.4,.540,0.1,0.4,.327,5.3,6.9,.757,,,10.4,2.1,1.4,1.8,2.5,2.8,16.9,,4.18
0,Mike Tobey,Virginia,,138,48,16.3,2.9,5.4,.531,2.8,5.3,.537,0.0,0.1,.316,1.0,1.5,.704,1.6,2.4,4.0,0.4,0.2,0.7,0.8,1.9,6.8,,7.76
0,Nazr Mohammed,Kentucky,,94,39,16.2,3.6,6.4,.553,3.6,6.4,.555,0.0,0.0,.000,1.5,2.6,.581,,,5.7,0.5,0.8,1.4,1.5,2.2,8.7,,9.70
0,Anthony Frederick,Pepperdine,,62,32,31.7,4.4,8.5,.522,,,,,,,1.8,3.1,.559,,,7.0,2.0,1.3,2.3,2.5,3.2,10.6,,-1.03
0,Eddie Hughes,Colorado State,,106,72,35.4,5.3,10.9,.490,,,,,,,2.2,3.1,.699,,,3.3,3.5,1.4,0.1,,2.3,12.8,,4.99
0,Marshall Plumlee,Duke,,124,36,14.3,1.3,1.9,.665,1.2,1.9,.664,0.0,0.0,1.000,0.9,1.7,.555,1.6,2.2,3.8,0.5,0.4,0.8,0.5,1.5,3.4,,9.62
0,Kevin Willis,Michigan State,,79,62,26.8,4.5,8.4,.530,,,.598,,,.000,1.2,2.0,.579,,,7.1,0.2,0.5,0.9,,3.0,10.1,,5.87
0,Rodney Stuckey,Eastern Washington,,59,59,33.1,8.1,17.1,.472,6.4,11.9,.540,1.7,5.2,.317,6.5,8.1,.806,1.1,3.6,4.7,4.8,2.3,0.3,3.5,2.4,24.4,,-1.48
0,Jameer Nelson,St. Joseph's,,125,125,34.5,5.6,12.4,.454,3.8,7.4,.514,1.8,5.0,.365,3.7,4.7,.786,1.0,3.6,4.6,5.7,2.0,0.1,3.0,2.2,16.8,,4.12
0,Doug Christie,Pepperdine,,87,31,30.6,5.6,11.7,.473,4.8,9.1,.525,0.8,2.7,.297,4.1,5.5,.747,,,5.1,4.5,1.9,1.0,3.8,2.4,16.0,,0.31
0,Tracy Murray,UCLA,,98,83,30.1,6.5,12.9,.500,4.4,8.0,.553,2.0,4.9,.411,3.4,4.2,.791,,,6.4,1.5,1.2,0.9,1.8,2.8,18.3,,9.22
0,Jared Sullinger,Ohio State,,74,72,31.0,6.1,11.5,.530,5.8,10.8,.541,0.3,0.7,.365,4.9,6.7,.733,3.3,6.4,9.7,1.2,1.1,0.8,1.8,2.7,17.3,,8.73
0,Pascal Siakam,New Mexico State,,68,61,32.7,6.5,11.8,.551,6.4,11.5,.559,0.0,0.3,.176,3.5,5.0,.711,3.6,6.1,9.7,1.5,0.9,2.0,1.9,2.6,16.6,,-3.60
0,Matisse Thybulle,Washington,,135,134,29.4,3.3,7.6,.429,1.9,3.7,.507,1.4,4.0,.358,1.3,1.6,.782,0.9,2.2,3.1,2.0,2.5,1.4,1.9,2.8,9.2,,7.00
0,Jeff Foote,Cornell,,87,64,26.5,4.2,7.4,.573,4.2,7.4,.573,0.0,0.0,,2.6,4.3,.603,2.1,5.2,7.3,2.1,0.4,1.8,2.0,2.6,11.0,,-3.22
0,Lance Thomas,Duke,,140,101,19.7,1.7,3.2,.525,1.7,3.2,.525,0.0,0.0,,1.3,2.1,.600,1.8,1.8,3.6,0.5,0.6,0.2,1.2,2.8,4.6,,9.51
0,Jaylen Adams,St. Bonaventure,,110,108,36.3,4.8,11.3,.427,2.4,5.1,.467,2.5,6.2,.394,5.3,6.3,.838,0.5,2.8,3.4,5.4,1.5,0.2,2.9,2.6,17.4,,1.82
0,Lance Stephenson,Cincinnati,,34,32,28.2,4.8,10.8,.440,4.3,8.7,.495,0.5,2.1,.219,2.3,3.5,.664,1.9,3.5,5.4,2.5,0.9,0.2,2.4,1.9,12.3,,8.45
0,William Howard,North Carolina A&T,,31,31,14.8,1.5,2.8,.523,1.5,2.8,.523,0.0,0.0,,0.9,1.5,.622,,,4.0,0.4,0.6,0.2,,,3.8,,-8.15
0,Marcus Thornton,LSU,,66,65,32.7,7.1,15.6,.455,4.5,8.9,.510,2.5,6.7,.382,3.7,4.8,.771,2.0,3.5,5.5,1.8,1.5,0.3,2.0,2.0,20.4,,4.46
0,Jawad Williams,UNC,,128,105,27.0,4.6,9.5,.487,3.6,6.7,.544,1.0,2.8,.349,2.5,3.5,.724,1.8,3.0,4.8,1.5,0.7,0.7,1.6,1.8,12.7,,10.88
0,Jonathan Gibson,New Mexico State,,131,96,24.5,4.0,9.3,.436,2.1,4.3,.480,2.0,5.0,.398,1.7,2.2,.758,0.4,1.6,1.9,1.8,1.0,0.0,1.6,1.9,11.8,,0.16
0,Mike Wilks,Rice,,117,60,29.7,3.6,8.7,.409,2.6,6.1,.436,0.9,2.6,.346,3.1,4.2,.729,,,3.7,3.0,1.6,0.2,,,11.1,,3.60
0,Torraye Braggs,Xavier,,59,58,30.3,4.7,8.6,.550,4.7,8.6,.551,0.0,0.0,.000,3.9,5.4,.727,,,7.8,2.5,1.4,0.4,3.1,3.3,13.4,,5.02
0,Pooh Richardson,UCLA,,122,115,35.2,4.9,9.6,.513,,,.526,,,.464,1.7,2.7,.624,,,4.6,6.8,1.5,0.2,3.0,2.5,12.0,,7.32
0,LaSalle Thompson,Texas,,87,57,35.9,6.7,12.1,.553,,,,,,,3.4,4.8,.713,,,11.8,1.0,0.5,1.7,,3.3,16.8,,2.42
0,Brice Johnson,UNC,,148,80,21.0,4.8,8.4,.575,4.8,8.4,.575,0.0,0.0,,1.9,2.8,.708,2.1,4.9,7.0,0.9,0.8,1.1,1.3,2.5,11.6,,9.72
0,Juaquin Hawkins,Long Beach State,,88,60,24.1,2.6,5.5,.472,2.5,4.8,.518,0.1,0.8,.191,1.6,3.0,.519,,,3.8,2.0,1.7,0.3,2.1,2.8,6.9,,1.56
0,Ed Horton,Iowa,,132,83,22.3,4.2,8.2,.516,,,.529,,,.125,1.9,3.4,.555,,,6.6,1.5,0.6,0.3,2.4,2.9,10.4,,9.18
0,Justin Reed,Ole Miss,,122,114,28.7,5.6,11.7,.476,5.2,10.4,.500,0.4,1.3,.285,3.1,4.4,.707,2.4,3.9,6.3,1.1,1.0,0.7,2.4,3.2,14.6,,7.16
0,Tim Thomas,Villanova,,32,31,31.4,5.8,13.0,.450,4.4,8.6,.507,1.5,4.4,.336,3.8,4.8,.796,,,6.0,2.1,1.8,1.0,2.8,2.8,16.9,,9.45
0,Wade Baldwin,Vanderbilt,,68,54,29.6,3.4,8.0,.431,2.2,5.1,.436,1.2,2.9,.422,3.5,4.4,.800,0.4,3.6,4.1,4.8,1.3,0.2,2.3,2.5,11.6,,7.45
0,Sherell Ford,UIC,,88,88,34.2,9.0,18.6,.482,7.8,15.3,.512,1.2,3.3,.347,3.8,5.3,.704,,,9.2,1.3,1.7,1.9,2.7,2.9,22.9,,-3.33
0,Kasib Powell,Texas Tech,,67,67,35.7,5.9,11.9,.492,5.7,11.2,.509,0.1,0.7,.217,3.2,5.1,.629,2.0,4.1,6.1,4.1,1.1,0.6,1.5,2.3,15.1,,7.76
0,Khris Middleton,Texas A&M,,87,72,26.0,3.9,9.1,.431,2.9,5.8,.494,1.1,3.3,.321,2.4,3.1,.768,1.5,3.0,4.6,2.0,1.0,0.2,2.0,2.1,11.3,,7.42
0,Derrick Zimmerman,Mississippi State,,127,71,26.0,2.5,5.2,.477,2.2,4.1,.533,0.3,1.1,.268,1.6,2.6,.600,,,3.3,4.0,1.6,0.7,2.6,2.1,6.9,,7.33
0,Ken Norman,Illinois,,92,64,28.1,6.1,10.0,.609,,,.581,,,.250,3.0,4.1,.736,,,6.9,1.4,0.8,1.0,1.8,1.8,15.1,,8.74
0,David Nwaba,Cal Poly,,88,77,26.0,4.2,9.0,.473,4.2,8.7,.483,0.0,0.3,.167,3.4,5.2,.650,1.9,3.4,5.3,2.0,1.1,0.6,1.6,2.0,11.9,,1.01
0,Shane Battier,Duke,,146,120,29.7,4.5,8.9,.500,2.8,4.9,.570,1.7,4.1,.416,3.0,3.8,.777,,,6.1,1.6,1.8,1.7,1.1,2.0,13.6,,10.08
0,Troy Bell,Boston College,,122,122,35.7,6.2,14.7,.424,3.8,8.1,.467,2.5,6.6,.372,6.6,7.6,.868,,,4.0,3.5,2.2,0.3,2.9,2.3,21.6,,5.85
0,Terry Catledge,South Alabama,,86,54,34.7,8.4,15.1,.556,,,.558,,,,4.9,7.4,.663,,,10.8,0.7,0.9,0.6,2.2,1.7,21.7,,0.46
0,Craig Ehlo,Washington State,,60,28,25.1,3.4,6.4,.526,,,,,,,1.8,2.9,.621,,,2.7,3.2,1.5,0.4,2.8,2.6,8.5,,5.27
0,Russ Smith,Louisville,,133,80,24.3,4.7,11.3,.413,3.3,7.4,.449,1.4,3.9,.345,3.7,4.8,.760,0.7,2.0,2.7,2.8,1.9,0.1,2.4,2.4,14.3,,7.79
0,Josh Childress,Stanford,,86,57,28.6,4.5,10.2,.438,3.3,6.6,.494,1.2,3.6,.335,2.2,2.8,.755,1.9,4.9,6.8,1.8,0.9,1.1,1.7,2.1,12.3,,7.25
0,T.R. Dunn,Alabama,,111,,34.6,4.8,10.7,.447,,,,,,,1.7,2.5,.685,,,6.7,2.4,,,2.0,2.1,11.2,,5.25
0,Jason Sasser,Texas Tech,,119,59,32.4,6.2,13.0,.474,5.5,10.8,.514,0.6,2.2,.285,4.7,6.4,.727,,,7.5,2.6,1.2,0.1,2.6,2.4,17.7,,1.52
0,Wayne Simien,Kansas,,106,69,26.6,5.5,9.9,.558,5.5,9.7,.566,0.1,0.2,.240,3.9,5.0,.784,2.8,5.5,8.3,0.9,0.7,0.7,1.7,2.3,15.0,,10.04
0,Bryce Drew,Valparaiso,,121,31,35.3,5.8,12.8,.449,2.7,5.9,.466,3.0,6.9,.435,3.2,3.8,.834,,,3.1,5.2,1.5,0.1,2.6,2.2,17.7,,-6.45
0,Keith Booth,Maryland,,126,126,30.7,4.7,10.2,.456,4.5,9.4,.478,0.2,0.8,.210,4.6,6.5,.699,,,7.3,2.3,1.5,0.6,3.2,3.2,14.1,,9.23
0,Josh Huestis,Stanford,,135,75,25.0,2.9,6.4,.451,2.4,4.9,.492,0.5,1.5,.319,1.3,2.1,.610,2.2,4.0,6.2,0.8,0.5,1.4,0.9,1.7,7.5,,6.38
0,Adrian Dantley*,Notre Dame,,86,,34.2,9.3,16.6,.562,,,,,,,7.2,8.9,.800,,,9.8,1.6,,,,2.7,25.8,,5.91
0,Dell Demps,Pacific,,115,46,31.3,5.2,11.4,.455,3.2,6.3,.504,2.0,5.1,.394,2.7,4.0,.695,,,4.9,3.0,0.6,0.2,2.4,,15.1,,2.66
0,Michael Stewart,California,,117,94,19.4,1.7,3.4,.510,1.7,3.4,.510,0.0,0.0,,0.8,1.7,.487,,,4.7,0.3,0.4,1.8,0.8,2.7,4.3,,8.14
0,Armon Johnson,Nevada,,101,99,32.7,5.4,11.6,.467,4.7,9.2,.514,0.7,2.4,.289,2.8,3.7,.750,0.8,2.9,3.7,4.4,0.8,0.2,2.7,1.7,14.3,,1.28
0,Isaiah Hicks,UNC,,151,45,16.2,2.8,4.9,.571,2.8,4.8,.575,0.0,0.0,.167,1.8,2.5,.725,1.5,2.2,3.6,0.7,0.3,0.5,1.1,2.5,7.4,,10.66
0,Hakim Warrick,Syracuse,,135,119,31.0,5.7,10.6,.536,5.6,10.3,.544,0.1,0.3,.250,3.9,5.9,.659,2.9,4.7,7.6,1.5,1.0,0.9,2.3,2.4,15.4,,7.34
0,Carlos Boozer,Duke,,101,93,25.9,5.5,8.7,.631,5.5,8.7,.632,0.0,0.0,.000,3.9,5.3,.741,,,7.2,1.1,1.0,0.7,1.6,2.9,14.9,,10.00
0,Aaron Brooks,Oregon,,115,110,32.7,4.3,10.1,.430,2.6,5.4,.479,1.8,4.8,.374,2.7,3.2,.834,0.7,2.7,3.5,4.1,1.1,0.1,2.6,2.3,13.1,,6.68
0,David Vaughn,Memphis,,92,52,30.6,5.4,11.1,.486,5.3,10.7,.493,0.2,0.5,.333,3.2,4.3,.749,,,9.8,0.9,0.9,2.6,2.8,3.0,14.2,,7.50
0,Aaron Miles,Kansas,,138,137,31.1,2.9,6.9,.415,2.1,4.7,.450,0.8,2.2,.342,2.1,2.7,.755,0.5,2.8,3.3,6.9,1.9,0.2,3.0,1.8,8.6,,10.04
0,Kirk Haston,Indiana,,96,68,26.8,5.7,12.0,.473,5.4,11.2,.480,0.3,0.7,.366,3.0,4.2,.717,,,7.8,1.2,0.8,1.1,2.0,2.7,14.6,,10.88
0,Voshon Lenard,Minnesota,,127,126,29.7,5.7,12.7,.448,3.5,6.8,.521,2.2,5.9,.366,3.0,3.7,.802,,,3.8,2.5,1.4,0.3,1.9,2.6,16.6,,9.07
0,Kevin Durant,Texas,,35,35,35.9,8.7,18.5,.473,6.4,12.7,.505,2.3,5.8,.404,6.0,7.3,.816,3.0,8.1,11.1,1.3,1.9,1.9,2.8,2.0,25.8,,6.12
0,Darrun Hilliard,Villanova,,132,112,26.8,3.7,8.5,.436,2.1,4.2,.507,1.6,4.3,.367,2.4,3.2,.748,0.5,2.5,3.0,1.9,1.3,0.4,1.6,2.1,11.4,,7.80
0,Felton Spencer,Louisville,,134,40,18.4,3.1,4.9,.628,3.1,4.9,.628,0.0,0.0,,2.6,3.9,.676,,,5.2,0.7,0.4,1.0,1.5,2.9,8.7,,8.33
0,Michael Dickerson,Arizona,,130,80,24.1,5.1,11.2,.458,4.0,8.0,.494,1.2,3.2,.367,2.3,3.2,.728,,,3.7,1.5,0.8,0.2,1.9,1.9,13.8,,9.54
0,Roy Marble,Iowa,,134,131,29.6,5.9,10.9,.539,,,.558,,,.342,3.9,5.3,.730,,,5.0,2.1,1.4,0.1,2.3,2.3,15.8,,9.18
0,Shawnelle Scott,St. John's (NY),,113,28,25.0,4.3,8.1,.537,4.3,8.0,.539,0.0,0.0,.000,1.8,3.2,.562,,,6.5,0.8,0.9,0.6,1.4,3.1,10.5,,9.21
0,Lynn Greer,Temple,,137,77,30.6,4.8,12.0,.403,2.6,6.4,.407,2.2,5.6,.398,3.4,4.0,.852,,,2.6,3.2,1.4,0.1,1.9,1.8,15.3,,8.16
0,Terrence Jones,Kentucky,,76,69,30.4,5.0,10.8,.467,4.5,9.1,.493,0.6,1.7,.328,3.4,5.3,.638,2.5,5.5,8.0,1.5,1.2,1.8,1.8,2.4,14.0,,8.42
0,Ruben Nembhard,Weber State,,58,55,33.4,6.0,13.6,.441,5.2,10.8,.486,0.8,2.8,.267,3.7,5.6,.655,,,4.8,4.0,1.9,0.2,3.9,2.3,16.4,,2.81
0,Jon Brockman,Washington,,131,129,28.7,5.5,10.3,.534,5.5,10.3,.534,0.0,0.0,.000,2.8,4.6,.612,3.7,6.1,9.8,1.0,0.8,0.1,2.1,2.8,13.8,,7.16
0,Tyreke Evans,Memphis,,37,35,29.0,6.2,13.6,.455,5.3,10.3,.514,0.9,3.4,.274,3.7,5.2,.711,1.3,4.1,5.4,3.9,2.1,0.8,3.6,2.4,17.1,,4.63
0,Anthony Randolph,LSU,,31,31,32.8,5.9,12.7,.464,5.8,12.1,.483,0.1,0.6,.105,3.7,5.4,.693,2.8,5.7,8.5,1.2,1.1,2.3,3.0,2.7,15.6,,5.66
0,Theo Pinson,UNC,,122,58,21.7,2.1,4.9,.427,1.7,3.5,.499,0.4,1.5,.257,1.6,2.2,.746,1.2,3.2,4.4,3.4,0.8,0.3,1.5,1.7,6.2,,11.50
0,John Crotty,Virginia,,129,110,32.4,4.1,9.8,.415,2.7,5.8,.462,1.4,4.0,.346,3.2,4.6,.694,,,2.5,5.3,1.0,0.1,2.7,2.2,12.8,,9.91
0,J.R. Bremer,St. Bonaventure,,112,67,31.8,4.9,12.2,.403,2.9,6.2,.471,2.0,6.0,.333,3.6,4.8,.752,,,3.8,3.0,1.7,0.0,2.4,1.8,15.5,,3.87
0,Devin Robinson,Florida,,105,71,23.0,3.2,7.1,.450,2.2,4.2,.527,1.0,2.8,.336,1.6,2.2,.714,1.4,3.4,4.9,0.6,0.6,0.6,0.9,2.1,8.9,,9.96
0,Matt Williams,Colorado State,,113,65,22.1,2.9,5.6,.529,2.9,5.5,.534,0.0,0.1,.000,2.8,3.9,.710,1.6,2.9,4.4,1.3,0.5,0.5,1.9,2.8,8.7,,4.36
0,Tony Dumas,UMKC,,112,109,35.7,7.5,15.8,.477,6.0,11.5,.516,1.6,4.3,.370,5.3,7.0,.753,,,5.1,3.1,1.3,0.4,3.3,2.7,22.0,,-3.58
0,Julian Wright,Kansas,,71,52,24.1,4.4,8.0,.555,4.4,7.7,.565,0.0,0.2,.188,1.5,2.5,.591,2.1,4.2,6.3,2.0,1.2,1.3,2.2,2.1,10.4,,7.23
0,Roy Rogers,Alabama,,102,44,20.4,2.7,5.2,.517,2.7,5.2,.519,0.0,0.0,.000,1.0,1.6,.610,,,5.0,0.5,0.4,2.6,1.2,2.0,6.4,,6.65
0,Chase Budinger,Arizona,,100,100,35.4,6.0,12.8,.469,4.1,7.8,.524,1.9,5.0,.383,3.1,4.0,.782,1.4,4.4,5.8,2.8,1.3,0.4,2.1,1.8,17.0,,9.93
0,Amir Johnson,Radford,,120,117,34.5,3.4,8.8,.389,2.2,5.1,.426,1.3,3.7,.338,2.2,3.2,.668,0.4,3.5,4.0,5.0,1.6,0.1,3.3,2.7,10.2,,-4.67
0,Jamal Sampson,California,,32,31,24.9,2.4,5.7,.426,2.4,5.7,.426,0.0,0.0,,1.6,3.0,.526,2.5,4.1,6.5,1.2,0.5,1.7,1.7,2.7,6.4,,7.45
0,Micheal Williams,Baylor,,115,50,34.0,5.7,11.8,.485,,,.522,,,.349,4.2,5.7,.738,,,2.9,4.0,2.5,0.2,3.0,2.5,16.1,,3.07
0,Marques Bolden,Duke,,88,24,13.6,1.5,2.6,.573,1.5,2.5,.591,0.0,0.1,.000,0.8,1.2,.685,1.4,1.9,3.3,0.4,0.3,1.1,0.6,1.6,3.8,,10.86
0,Moses Brown,UCLA,,32,31,23.4,4.2,6.8,.607,4.2,6.8,.607,0.0,0.0,,1.4,4.0,.352,3.4,4.9,8.3,0.3,0.6,1.9,1.5,2.3,9.7,,6.78
0,DeMarcus Cousins,Kentucky,,38,37,23.5,5.4,9.7,.558,5.4,9.6,.565,0.0,0.2,.167,4.3,7.1,.604,4.1,5.8,9.8,1.0,1.0,1.8,2.1,3.2,15.1,,6.82
0,Spencer Dinwiddie,Colorado,,86,86,30.1,3.4,8.0,.420,2.0,4.6,.446,1.3,3.5,.386,4.9,5.9,.830,0.5,2.9,3.3,2.6,1.1,0.3,1.8,2.1,13.0,,7.49
0,Jason Maxiell,Cincinnati,,129,95,27.6,4.4,8.6,.507,4.3,8.5,.509,0.0,0.1,.286,3.4,5.2,.653,2.8,4.3,7.0,0.7,0.7,1.9,1.5,2.6,12.1,,6.76
0,Kevin Duckworth,Eastern Illinois,,118,115,26.0,5.3,9.2,.577,,,,,,,2.7,3.8,.705,,,7.3,0.5,0.7,1.0,2.0,3.1,13.3,,-4.11
0,Terrence Rencher,Texas,,124,63,35.1,6.7,15.3,.434,5.5,11.4,.481,1.2,3.9,.298,4.1,5.9,.696,,,5.0,3.5,2.1,0.2,2.5,2.2,18.6,,4.61
0,Tim Breaux,Wyoming,,121,,30.4,4.4,9.5,.464,3.5,7.1,.501,0.9,2.4,.358,2.8,4.1,.678,,,4.1,1.5,0.9,0.2,,,12.5,,3.90
0,Mike Peplowski,Michigan State,,116,79,24.8,4.2,6.8,.621,4.2,6.8,.622,0.0,0.0,.000,1.8,2.7,.670,,,7.8,0.9,0.3,0.6,1.5,2.9,10.2,,9.73
0,Keith Closs,Central Connecticut,,54,45,30.5,4.7,8.9,.533,4.6,8.3,.553,0.1,0.6,.233,2.3,3.9,.601,,,8.4,1.1,0.5,5.9,2.9,3.1,11.9,,-9.71
0,Anthony Peeler,Missouri,,117,39,30.6,5.7,12.2,.466,4.7,9.7,.485,1.0,2.5,.393,4.5,5.7,.779,,,5.1,4.2,1.7,0.3,3.1,2.4,16.8,,9.96
0,Jeff Malone,Mississippi State,,110,,35.0,8.2,16.1,.512,,,,,,,3.0,3.7,.809,,,3.8,1.5,0.8,0.0,1.7,2.8,19.5,,8.82
0,Jake Voskuhl,UConn,,138,135,22.2,2.3,4.3,.542,2.3,4.3,.542,0.0,0.0,,1.6,2.4,.656,,,6.4,0.9,0.6,1.4,1.6,3.2,6.3,,8.10
0,Maurice Baker,Oklahoma State,,59,53,33.7,5.6,11.7,.481,3.8,7.1,.539,1.8,4.6,.391,3.3,4.0,.819,2.4,3.7,6.1,3.8,1.7,0.2,3.5,2.2,16.4,,5.75
0,Josh Boone,UConn,,103,100,25.9,3.7,6.4,.578,3.7,6.4,.578,0.0,0.0,,1.9,3.4,.559,3.1,3.8,7.0,0.8,0.5,2.2,1.3,1.9,9.3,,7.32
0,Gorgui Dieng,Louisville,,102,81,27.3,3.3,6.1,.545,3.3,6.0,.546,0.0,0.0,.333,1.7,2.7,.640,3.0,4.9,7.9,1.2,1.0,2.6,1.6,2.7,8.3,,8.78
0,Yakhouba Diawara,Pepperdine,,45,40,32.5,5.4,11.9,.456,4.7,9.7,.482,0.8,2.2,.343,3.8,5.9,.650,3.0,3.0,6.0,1.0,0.8,0.1,1.9,2.8,15.5,,1.81
0,Brian Quinnett,Washington State,,112,49,28.8,5.2,10.8,.486,,,.510,,,.380,1.6,2.3,.697,,,4.8,1.4,0.6,0.4,1.4,2.4,12.6,,4.89
0,Danny Manning,Kansas,,147,146,33.7,8.3,13.9,.593,,,.605,,,.345,3.5,4.7,.740,,,8.1,2.3,1.7,1.4,2.7,3.2,20.1,,8.80
0,Dajuan Wagner,Memphis,,36,35,31.8,7.4,18.0,.410,5.5,12.2,.453,1.8,5.8,.317,4.6,6.4,.722,0.5,2.0,2.5,3.6,1.2,0.6,2.9,2.8,21.2,,4.72
0,Jonathon Simmons,Houston,,30,29,30.1,5.1,10.0,.512,4.1,7.3,.560,1.1,2.8,.386,3.4,4.7,.716,1.4,3.6,5.0,2.2,0.7,0.4,3.3,2.5,14.7,,0.21
0,Jason Terry,Arizona,,129,47,25.1,3.8,8.6,.443,2.3,4.6,.503,1.5,4.0,.374,2.3,2.9,.784,,,2.3,3.8,1.9,0.1,2.4,1.4,11.3,,9.02
0,Leon Smith,South Florida,,49,,,5.7,13.0,.438,,,,,,,1.7,2.5,.678,,,2.6,,,,,2.3,13.1,,-1.09
